,Дата операции,date,Номер карты,Статус,Сумма операции,Валюта операции,Сумма платежа,Валюта платежа,Кэшбэк,category,MCC,description,Бонусы (включая кэшбэк),Округление на инвесткопилку,Сумма операции с округлением,amount,last_digits,total_spent,cashback
140,06.12.2021 16:14:10,06.12.2021,*7197,OK,-741.0,RUB,-741.0,RUB,0.0,Дом и ремонт,5211.0,Строитель,14,0,741.0,741.0,7197,741.0,21.0
141,05.12.2021 21:33:09,06.12.2021,*7197,OK,-99.0,RUB,-99.0,RUB,0.0,Фастфуд,5814.0,ЛюдиЛюбят,1,0,99.0,99.0,7197,99.0,1.0
142,05.12.2021 21:16:49,06.12.2021,*7197,OK,-161.7,RUB,-161.7,RUB,0.0,Супермаркеты,5411.0,Перекрёсток,3,0,161.7,161.7,7197,161.7,5.0
143,05.12.2021 19:39:26,07.12.2021,*7197,OK,-226.0,RUB,-226.0,RUB,0.0,Такси,4121.0,Яндекс Такси,4,0,226.0,226.0,7197,226.0,6.0
144,05.12.2021 15:20:00,05.12.2021,*4556,OK,3500.0,RUB,3500.0,RUB,0.0,Пополнения,,Внесение наличных через банкомат Тинькофф,0,0,3500.0,3500.0,4556,0.0,0.0
145,04.12.2021 22:57:14,05.12.2021,*7197,OK,-109.8,RUB,-109.8,RUB,0.0,Супермаркеты,5411.0,Перекрёсток,2,0,109.8,109.8,7197,109.8,3.0
146,04.12.2021 17:06:49,04.12.2021,*5091,OK,-34.59,RUB,-34.59,RUB,0.0,Каршеринг,7512.0,Ситидрайв,1,0,34.59,34.59,5091,34.59,1.0
147,04.12.2021 15:51:50,04.12.2021,*7197,OK,-99.0,RUB,-99.0,RUB,0.0,Фастфуд,5814.0,IP Yakubovskaya M.V.,1,0,99.0,99.0,7197,99.0,1.0
148,03.12.2021 22:24:47,04.12.2021,*7197,OK,-49.0,RUB,-49.0,RUB,0.0,Топливо,5541.0,Татнефть,0,0,49.0,49.0,7197,49.0,0.0
149,03.12.2021 20:20:29,04.12.2021,*5091,OK,-3499.0,RUB,-3499.0,RUB,0.0,Электроника и техника,5722.0,DNS,34,0,3499.0,3499.0,5091,3499.0,69.0
150,03.12.2021 19:05:50,03.12.2021,*7197,OK,180.77,RUB,180.77,RUB,0.0,Каршеринг,7512.0,Ситидрайв,-3,0,180.77,180.77,7197,0.0,-3.0
151,03.12.2021 17:14:21,03.12.2021,*7197,OK,-80.0,RUB,-80.0,RUB,0.0,Фастфуд,5814.0,IP Nelikaev,1,0,80.0,80.0,7197,80.0,1.0
152,03.12.2021 15:07:18,03.12.2021,*7197,OK,-204.8,RUB,-204.8,RUB,0.0,Супермаркеты,5411.0,Колхоз,4,0,204.8,204.8,7197,204.8,6.0
153,03.12.2021 15:03:39,03.12.2021,*7197,OK,-167.96,RUB,-167.96,RUB,0.0,Супермаркеты,5411.0,Магнит,3,0,167.96,167.96,7197,167.96,5.0
154,03.12.2021 14:49:41,03.12.2021,*7197,OK,-496.3,RUB,-496.3,RUB,0.0,Аптеки,5912.0,Аптека Вита,9,0,496.3,496.3,7197,496.3,14.0
155,02.12.2021 21:44:30,03.12.2021,*5091,OK,-10.33,RUB,-10.33,RUB,0.0,Каршеринг,7512.0,Ситидрайв,0,0,10.33,10.33,5091,10.33,0.0
156,02.12.2021 21:10:00,02.12.2021,*7197,OK,-125.0,RUB,-125.0,RUB,0.0,Фастфуд,5814.0,ЦЕХ 85,2,0,125.0,125.0,7197,125.0,3.0
157,02.12.2021 16:26:02,02.12.2021,*5091,OK,-5510.8,RUB,-5510.8,RUB,0.0,Каршеринг,7512.0,Ситидрайв,275,0,5510.8,5510.8,5091,5510.8,330.0
158,02.12.2021 15:18:26,02.12.2021,*7197,OK,-496.51,RUB,-496.51,RUB,0.0,Супермаркеты,5411.0,Магнит,9,0,496.51,496.51,7197,496.51,14.0
159,02.12.2021 14:41:17,02.12.2021,*7197,OK,-15.0,RUB,-15.0,RUB,0.0,Связь,7379.0,Devajs Servis.,0,0,15.0,15.0,7197,15.0,0.0
160,01.12.2021 23:40:34,02.12.2021,*5091,OK,-1.07,RUB,-1.07,RUB,0.0,Каршеринг,7512.0,Ситидрайв,0,0,1.07,1.07,5091,1.07,0.0
161,01.12.2021 18:50:24,01.12.2021,*7197,OK,-99.22,RUB,-99.22,RUB,0.0,Супермаркеты,5411.0,Дикси,1,0,99.22,99.22,7197,99.22,1.0
162,01.12.2021 13:12:18,01.12.2021,*7197,OK,-199.0,RUB,-199.0,RUB,0.0,Дом и ремонт,5211.0,Строитель,3,0,199.0,199.0,7197,199.0,5.0
163,01.12.2021 12:35:05,01.12.2021,*7197,OK,-99.0,RUB,-99.0,RUB,0.0,Фастфуд,5814.0,IP Yakubovskaya M.V.,1,0,99.0,99.0,7197,99.0,1.0
164,29.11.2021 19:48:21,01.12.2021,*5091,OK,-200.0,RUB,-200.0,RUB,0.0,Местный транспорт,4111.0,Метро Санкт-Петербург,2,0,200.0,200.0,5091,200.0,4.0
165,29.11.2021 14:40:46,01.12.2021,*4556,OK,-300.0,RUB,-300.0,RUB,3.0,Местный транспорт,4111.0,Метро Санкт-Петербург,3,0,300.0,300.0,4556,300.0,6.0
